@relation tache2.2

@attribute _text string
@attribute _class {DEPLAISIR, DERANGEMENT, MEPRIS, SURPRISE_NEGATIVE, PEUR, COLERE, ENNUI, TRISTESSE, PLAISIR, APAISEMENT, AMOUR, SURPRISE_POSITIVE, SATISFACTION, INSATISFACTION, ACCORD, VALORISATION, DESACCORD, DEVALORISATION, INSTRUCTION}

@data
'#Agriculture. Des éleveurs s\'engagent pour la #biodiversité http//t.co/btDfndgxiU (via @madeinmaferme @planete21)',ACCORD
'Plus de 200 villes renforcent leur #résilience face au changement climatique #environnement - http//t.co/HEn61bRq9U http//t.co/yOWHRrEtRL',VALORISATION
'#BTP #Durable #DD #Ecologie Kobelco lance une mini pelle équipée de la technologie iNDr http//t.co/NmUwN4FLgk',VALORISATION
'Faux arbres vraies éoliennes - S’il y a bien un concept terrien qui a le don d’agacer les Eyldar c’est... http//t.co/QIB9QwK2pu',MEPRIS
'Les 5 bonnes raisons de rouler en #Duster #5 L\'écologie #Dacia #Algérie http//t.co/1tu9dAN0pB',VALORISATION
'S\'intéresser à l\'ensemble du cycle de production d\'une voiture pour en connaître son empreinte écologique globale. http//t.co/NUYVBRFdv5',VALORISATION
'Les panneaux solaires meurtriers d’oiseaux… http//t.co/VJG6X8DbYj',MEPRIS
'Le plus grand choix de produits bio écologiques bien-être http//t.co/XrWmbU4Yvk',VALORISATION
'Développement durable 10 métiers d\'avenir à commencer par le déontologue pour la bonne conduite des entreprises. http//t.co/WpQyCd8DPY',VALORISATION
'Le Cri Une écologie cohérente… J’en ai eu assez de lutter. L’écologie étant partout et sa nature intrinsèq... http//t.co/SI6TxsCJFD',INSATISFACTION
'Il voyage depuis Bangalore jusqu\'à Londres dans son tuk tuk à énergie solaire c\'est plutôt super chouette http//t.co/mnWdcAG33N',SATISFACTION
'\"Le mythe du recyclage à l’infini est un leurre en l’état de nos processus industriels\" http//t.co/pkZmbWWuP9 (via @Lindgaard) #Recyclage',MEPRIS
'Avec le Gaz écologique R410 qui protège l’environnement contre la destruction de la couche d’ozone. Garantie de 2 ans http//t.co/YvQjdKiozk',VALORISATION
'#Efficacité #énergétique la CDC lance un programme d\'investissement pour les énergo-intensifs | @Actuenviro http//t.co/qNBuUEwO90',VALORISATION
'La sardine l\'un des poissons les plus en danger en Méditerranée http//t.co/8EELai1Et8',PEUR
'\"Les enfants ont peur ça les empêche de dormir...\" Non mais franchement !!! #ecologie #Loup http//t.co/G69mdBBjvE via @lemondefr',PEUR
'Autorisation unique \"loi sur l\'eau\" le Medde publie une fiche récapitulative Le ministère de l\'E... http//t.co/DDQBSJjz2C #écologie',ACCORD
'@DominiqueLUNEL elle est vraiment perverse  sous couvert d\'écologie elle touche le pactole partout où elle passe ! Donneuse de leçons !',MEPRIS
'#Energie #Solaire L\'autoconsommation \"l\'émergence d un nouveau marché du photovoltaïque\" #France | @scoopit http//t.co/wuiW4XwGAY',VALORISATION
'Le CESE approuve largement le nouveau modèle énergétique français - Enerzine | @scoopit http//t.co/eH8PoM1NI2',ACCORD
'Les énergies renouvelables dans les îles clés du succès - http//t.co/6zUHTviBRH #GoogleAlerts',VALORISATION
'@Golden_Fire_ What ? Ouais je vais en STI2D spé. Écologie & Environnement.',ACCORD
'Israël – Palestine EELV soutient une solution à deux Etats et condamne toute violence | Europe Écologie Les Verts http//t.co/G2XlxJocwj',VALORISATION
'Les baleines atténueraient le changement climatique Grâce à l\'augmentation des populations de cétacés protégé... http//t.co/4p9WqZWf88',VALORISATION
'La France mise en demeure par Bruxelles sur la ... http//t.co/D5CIm60O33',COLERE
'Heureux d\'accueillir @CaptainContrat dans notre écosystème qui ne cesse de grandir ! #HelpEachOther http//t.co/QIrf70I30D',PLAISIR
'100 #solutions pour changer de société http//t.co/2KU7B3zBCV #environnementdurable',VALORISATION
'@RoyalSegolene \"Je ne veux pas que l\'écologie soit punitive\" | #Politique #ecologie http//t.co/OqdYv4f1vv',VALORISATION
'Les écologistes @eelv de la #régionpaca se mobilisent pour que les finances régionales restent au vert... … http//t.co/sqdQ6KJBZ6',DESACCORD
'La Cour des comptes européenne critique la gestion des renouvelables. http//t.co/nWwi3kFb5d',INSATISFACTION
'En sous-sol la sécheresse invisible prochaine menace | @scoopit http//t.co/pFdR8Qyp6j #Environnement #Géologie #Ecologie #Climat',PEUR
'[développement Durable] Pendant tout l\'été la #MairiedeCannes organise des animations dans tous les quartiers. http//t.co/s9OBWufnMb',PLAISIR
'Ce matin dans @Nice_Matin une interview de @RoyalSegolene \"je ne veux pas que l\'écologie soit punitive\". #ecologie #verts #gouvernement',DEVALORISATION
'Le CROSS coordonne l\'Evacuation sanitaire d\'un marin au large du Touquet http//t.co/VAFZu1fNUW',VALORISATION
'EDF reçoit l\'approbation du gouvernement pour la construction d\'une centrale électrique Elle devra transfére... http//t.co/J5O5qjUYnV',ACCORD
'Interview. Ségolène Royal \"Je ne veux pas que l\'écologie soit punitive\" | Politique | Nice-Matin http//t.co/dRfJkK8ctw',VALORISATION
'Ségolène Royal valide le retour du bouquetin - 16/07/2014 - http//t.co/avB7xmOipo #Animaux #Biodiversité #Ecologie #Environnement',ACCORD
'Des éleveurs qui s\'engagent pour la biodiversité et le bien-être animal http//t.co/uBxDQ7OpjX',ACCORD
'Le guide \"Immeuble au vert - sensibiliser à la #biodiversité dans les espaces verts de ma résidence\" [pdf] | GDIE http//t.co/WdB87cCOAr',VALORISATION
'Une invention ambitieuse pour filtrer le plastique des océans http//t.co/XhsXwlEJ9h #plastique #pollution #océan #déchet #filtration',VALORISATION
'Suite de notre série sur les #tortues La tortue-molle à épines une espèce unique. Bonne lecture! http//t.co/hlAu36irdh #biodiversité #WWF',VALORISATION
'Afrique du Sud MTN adopte l\'énergie solaire pour rafraichir son data centre de ... - Agence Ecofin http//t.co/73UGizxaAt #solaire',ACCORD
'Préservation de la biodiversité des abeilles http//t.co/X9gXfKzgMn',VALORISATION
'RT @Senat_Info La commission du développement durable adopte le texte #taxis / #VTC sans aucune modification par rapport à la version de...',ACCORD
'#AgenceEcofin - Le Niger signe avec la SABER pour développer les énergies renouvelables La ... http//t.co/PqGijYX5Az - @agenceecofin',ACCORD
'Le steaming dans l\'écosystème de la lecture numérique on n\'y échappera pas http//t.co/cTheZLsTv1 via @IDBOOX',DEVALORISATION
'Et si la grande barrière de corail disparaissait à cause de la Société Générale &quot;. http//t.co/14sqY9k0Ub',VALORISATION
'Je salue le volontarisme des socialistes et écologistes au #Senat qui ont lutté contre les conservatismes #DirectAN #reformeterritoriale',VALORISATION
'Afrique de l\'ouest - Le Niger signe avec la SABER pour développer les énergies ... - Agence Ecofin Agence Eco... http//t.co/WuodZOKHL6',ACCORD
'Quel modèle intéressant! MT @Actuenviro Transition énergétique les contrats de plan Etat-Régions effectifs en 2015 http//t.co/f4YBOoRksP',VALORISATION
'Deutsche Bank prête à financer 1 00 Mds ¥ de projets solaires japonais (Premium) http//t.co/12jzPzgNZn #ecologie GreenUnivers',VALORISATION
'INFO OBS. La sénatrice écologiste Marie Blandin figure historique des Verts quitte EELV.',DESACCORD
'La Commission valide la réforme sur les renouvelables en Allemagne http//t.co/TxEUWxjeA8 via @Contexte',ACCORD
'L’ADEME lance la première édition des « Trophées Adaptation Climatique&Territoires » http//t.co/io5oJKLlT8',VALORISATION
'C. Bonneuil explique que certains rêvent de pousser la terre grâce à une fusée pour arrêter le réchauffement climatique. #petrarque2014',VALORISATION
'#énergie #écologie La production d-électricité verte a progressé de 4\% en 2013 en Wallonie http//t.co/SJ5e5THBvi via @redacTendances',VALORISATION
'La transition écologique et énergétique s\'organise en France http//t.co/qgHVbb0br0 via @actuenviro',ACCORD
'Le Sommet culture de CGLU sera le point de rencontre essentiel des acteurs qui travaillent sur role de la culture dans développement durable',VALORISATION
'Refinancement de 5 centrales solaires dans le Sud de la France (47 MWc) > Solaire – http//t.co/bDELwfmLGv http//t.co/VGa74jU7Z3',VALORISATION
'Développement durable l\'Abitibi se démarque par ses politiques en santé et services sociaux. http//t.co/YqhVYRj5UO',VALORISATION
'Les eurodéputés écologistes affichent leur solidarité avec victimes du conflit israélo-palestinien à #Gaza @GreensEP http//t.co/0MSqmX44xW',VALORISATION
'Changement climatique Fabius mobilisé contre les énergies fossiles - RTL.fr http//t.co/csT7oeuF93 via @scoopit',DESACCORD
'Sondage le nucléaire fait toujours peur aux Français - Le Parisien http//t.co/sQlUn30U2A via @scoopit',PEUR
'@DumontLeslie Par ailleurs la Régie de l\'énergie a autorisé une alternative le compteur non communicant (option de retrait).',ACCORD
'#Afropages Le Niger signe avec la SABER pour développer les énergies renouvelables http//t.co/ZKffbd8PQe http//t.co/eRIynfQTNJ',ACCORD
'Quand l\'écologie et le \"Co\" est poissé à l\'extrême. (Bon forcée certes). http//t.co/JyMQDUPdI1',MEPRIS
'Qd on s\'occupe d\'#ecologie en France ne pas oublier dès que nos concitoyens voient des animaux sauvages ils crient \"C\'est Hitchcock\". #LRT',PEUR
'Lauréat Solar Decathlon 2014 un habitat solaire écologique et performant http//t.co/KnBth9zmxv',VALORISATION
'@Salomerainbow De toute façons les juifs c\'est comme le réchauffement climatique c\'est une fête commerciale ...',MEPRIS
'Qc lance comité sur changement climatique mais continue ses projets d’exploitation des énergies fossiles @CIBLmedia http//t.co/IuTp9no4Nm',VALORISATION
'Afrique du Sud MTN adopte l’énergie solaire pour rafraichir son data centre de 484 m2 – Ecofin... http//t.co/j4VdAwURVP',ACCORD
'Énergies renouvelables IFC va investir 100 millions de dollars dans ACWA Power http//t.co/EkRLZJufPR',VALORISATION
'Respect des Rythmes... Vous avez dit respect&quot;&quot;&quot;. http//t.co/zH57TqJ5Y9',VALORISATION
'\'Le problème de l\'eau est bien plus urgent que le réchauffement climatique\' http//t.co/HXI47uLD7j',PEUR
'Energie solaire des cellules photovoltaïques hyper innovantes http//t.co/HmoTzC5fuf (@INSA_Rennes). Un article @Sciences_Ouest. #Bretagne',VALORISATION
'La #Martinique va accueillir la 1ere centrale électrique nvelle génération utilisant les couches profondes des océans http//t.co/fi0ep9ew0M',VALORISATION
'#FreeGaza liste des espèces en voie de disparition 1. Tigre Bengale 2.Panda 3.Rhinoceros 4.Gazaoui . Causesenvahi par l\'homme militaire !!',PEUR
'@Farah_Chergui a la place de l\'eau ça sera la pisse plus écologique',MEPRIS
'Invest Afrique - Énergies renouvelables IFC va investir 100 millions de dollars ... - Jeune Afrique Énergie... http//t.co/WZO91gmSZp',VALORISATION
'J\'aimerais on m\'explique dans l\'écosysteme a quoi servent ces putin de moustique de fdp?',MEPRIS
'Ptn ojrd jai ouvert ma fenêtre en despi pr aérer ma chambre cest devenh un écosystème rien kdes insectes <<<',COLERE
'On est d\'accord que les mouches c\'est inutiles ça participe a aucun écosystème elles sont inutiles par contre elles me font chier',ACCORD
'Le Protocole de Nagoya entre en vigueur http//t.co/7YDiDBMY6S #ecologie Mediaterre',ACCORD
'#Déçu d\'avoir #voté pour le #PartiSourd (#PS en abrégé) #NDDL #reformeterritoriale #intermittents #climat #Biodiversité #Dette #PPP',TRISTESSE
'Tony Abbott 1er minisitre australien qui a qualifié le réchauffement climatique de connerie absolue réussi a faire annuler la taxe carbone',MEPRIS
'Rappel aux festivaliers l\'organisation des Vieilles @Charrues s\'est engagée contre l\'écologie aux côtés des #bonnetsrouges. Pas très rock.',ACCORD
'La sénatrice Marie Blandin quitte EELV http//t.co/U0heUStPA1',DESACCORD
'#ecologie Aux Etats-Unis ils polluent pour le plaisir - et pour emmerder les écolos http//t.co/E9gg7XfL0N',DEVALORISATION
'Marlux s\'engage aussi pour l\'environnement http//t.co/bhgfBqeGaI #écologie #NF',ACCORD
'46 espèces invasives menacent la #biodiversité polynésienne http//t.co/iU1LWVPU2u #InvSp',PEUR
'Numériique transition écologique santé... 3 axes de relance bien représentés dans les 34 plans validés de la NFI http//t.co/a9n54Q9qpv',VALORISATION
'L\'éco-pâturage une démarche écologique intéressante! http//t.co/VgTQPHP9ZA via @consoglobe',VALORISATION
'Une BD bien sympa et surtout bien faite. On dit merci à #intermarché de défoncer la biodiversité sous-marine http//t.co/5iZri3oujd',SATISFACTION
'Enfumage sur l\'#UE #austérité #Ukraine #Palestine le réchauffement climatique etc ... Le complot c\'est eux !',DEVALORISATION
'#Rosneft et #ExxonMobil menacent le berceau des ours polaires en #Russie http//t.co/Kct46PvVRM',PEUR
'Cameroun EDF va construire une centrale hydroélectrique Les journaux camerounais ont rapporté le lundi 14 j... http//t.co/TJYNCoaVP6',VALORISATION
'Le rapport sur l\'aide aux énergies renouvelables de la Cour des comptes européenne http//t.co/ZYuaQuomIr @Courdescomptes',VALORISATION
'L\'Australie fait marche arrière sur le climat l\'UE proteste http//t.co/HCzRw73zdV',COLERE
'USA 2 ados mettent le feu à une tortue Gophère (espèce menacée) et postent la vidéo sur Facebook http//t.co/nipEWSDZZr #Tortu(r)e',PEUR
'Pour le compte de son nouveau partenaire en énergies renouvelables MEDIA CALL recrute 100 Téléacteurs(trices)... http//t.co/DU3pAVZ99D',ACCORD
'LE LABEL NATIONAL ECOJARDIN PRIME LA GESTION ÉCOLOGIQUE Le 30 juin dernier 33 espaces verts répartis dans toute... http//t.co/sjwPXLOlmV',VALORISATION
'Un label pour des sites internet plus écologiques http//t.co/ZeiwSeNjpC #Web #DD',VALORISATION
'[Dév. durable] Les transports premier secteur engagé pour la mixité des métiers http//t.co/WPKqM9fJK3',ACCORD
'Notox développe des planches de surf écologiques - Aquitaine Poitou-Charentes - Décideurs en Région http//t.co/lb1wqyHUbT',VALORISATION
'Énergies renouvelables IFC va investir 100 millions de dollars dans ACWA Power La Société financière intern... http//t.co/fEL30F5RFF',VALORISATION
'L’UE déplore l’abandon de la taxe carbone en Australie http//t.co/scoBsr0UP7',INSATISFACTION
'RT @Jardiner_Autrem Le #label National #Ecojardin décerné à 33 espaces verts | Gestion écologique >> http//t.co/WDmWaqTrX0',VALORISATION
'#Wallonie les #énergies vertes continuent de progresser | @Lenergeek http//t.co/SetxvKCHsC',VALORISATION
'@jeromezed en résumé #defisdelactu normes écologiques + promoteurs + sans doute culture/communauté entrainent ce type de logement. Merci !',SATISFACTION
'#DirectAN #reformeterritoriale Dans quelques instants j\'interviendrais pour défendre la vision des écologistes sur les régions',VALORISATION
'#CoalRolling des #PickUp pimpés pour crier en fumée noire la haine de l\' #écologie et d\' #Obama http//t.co/Oh9UNqPrGq sur @Reporterre',MEPRIS
'#Sénat critiquant l\'#antiparlementarisme du parti écologiste @mcblandin quitte @EELV http//t.co/LGBxOXYevG @Senat_Info via @LeNouvelObs',DESACCORD
'Anciens du #MasterInnov @Finoptim invente \"l\'insert ouvert\" de cheminée à haut rendement http//t.co/EsCae2MPYo @IAEGrenoble #innovation',VALORISATION
'Article intéressant Google multiplie les erreurs pour le lancement de son écosystème Android Wear http//t.co/68D6yaMZMf',VALORISATION
'#ECOFIN #Afropages Le Niger signe avec la SABER pour développer les énergies reno... http//t.co/ZKffbd8PQe http//t.co/ps1UNJ4Trr',ACCORD
'#BTP #Durable #DD #Ecologie En Italie le partenariat JCB Kohler poursuit son développement http//t.co/chgrzhS6JA',ACCORD
'RT #ecologie Emmanuelle Cosse déplore l\'abandon de la hausse de la taxe de séjour http//t.co/mHHn5F0HJX @akemoi',TRISTESSE
'La sénatrice du Nord Marie-Christine Blandin démissionne d\'Europe ... #écologie http//t.co/8cqR53x1KH',INSATISFACTION
'Le grand rabbin de France s\'inquiète de la « haine » contre les Juifs | @scoopit http//t.co/1PYh7fZTbm',PEUR
'Google a réussi à prendre de vitesse Apple en lançant Android Wear le mois dernier. Les premiers choix stratég... http//t.co/Y2V013rtXe',VALORISATION
'Recours en manquement contre l\'Espagne par la Commission concernant le traitement des déchets http//t.co/XbMd3qpveT',DESACCORD
'Après l\'énergie solaire #Google se tourne vers les véhicules électriques intelligents http//t.co/YjWDUivdho #voiture #electrique',VALORISATION
'Les universités développent leur action en faveur de la responsabilité sociale et sociétale (RSU) http//t.co/bYqVU2Su7N #ecologie M...',VALORISATION
'J\'espère bien être à #Séoul en oct 2014 pour suivre la ratification du protocole de #Nagoya #Biodiversité. Reste à définir comment...',VALORISATION
'Révolutionnaire... aux Etats-Unis l’autoroute pourrait devenir un panneau #solaire géant > http//t.co/oq5imgDClm #ENR',VALORISATION
'Hello @languillem Merci du RT pour RT Fontaine-Daniel une si belle histoire - http//t.co/ouCGLekoOa #utopie #ecologie #social #histoire',SATISFACTION
